id, alg, baseSeed,iterations,nsgaIterations,N,D(antiga),GD,IGD,S
../instances/566/5-8-40__0.txt,nsga3-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/2-16-40__0.txt,nsga2-v3,0,10,46.099998,8,517.565308,0.007367,0.002610,1.010558
../instances/566/2-16-40__0.txt,nsga2-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/2-16-40__0.txt,nsga3-v3,0,10,46.700001,7,575.315796,0.007395,0.002815,1.016842
../instances/566/2-16-40__0.txt,nsga3-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/3-16-40__0.txt,nsga2-v3,0,10,67.699997,8,818.413208,0.005384,0.003633,0.995215
../instances/566/3-16-40__0.txt,nsga2-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/3-16-40__0.txt,nsga3-v3,0,10,61.900002,8,880.381958,0.005348,0.003712,0.999190
../instances/566/3-16-40__0.txt,nsga3-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/4-16-40__0.txt,nsga2-v3,0,10,83.699997,8,1177.301514,0.007258,0.004598,0.975316
../instances/566/4-16-40__0.txt,nsga2-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/4-16-40__0.txt,nsga3-v3,0,10,82.699997,8,1075.141235,0.008239,0.004367,0.987171
../instances/566/4-16-40__0.txt,nsga3-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/5-16-40__0.txt,nsga2-v3,0,10,95.500000,7,1198.135010,0.005885,0.004999,0.933621
../instances/566/5-16-40__0.txt,nsga2-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/5-16-40__0.txt,nsga3-v3,0,10,95.500000,7,1377.177856,0.006384,0.005382,0.945163
../instances/566/5-16-40__0.txt,nsga3-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/2-4-60__0.txt,nsga2-v3,0,10,151.500000,8,199.022644,0.003191,0.001010,0.894379
../instances/566/2-4-60__0.txt,nsga2-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/2-4-60__0.txt,nsga3-v3,0,10,150.399994,7,370.297089,0.004425,0.001703,0.881650
../instances/566/2-4-60__0.txt,nsga3-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/3-4-60__0.txt,nsga2-v3,0,10,235.600006,7,301.471985,0.004473,0.002259,0.887753
../instances/566/3-4-60__0.txt,nsga2-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/3-4-60__0.txt,nsga3-v3,0,10,226.800003,7,313.097107,0.004217,0.002391,0.910434
../instances/566/3-4-60__0.txt,nsga3-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/4-4-60__0.txt,nsga2-v3,0,10,250.600006,7,166.619003,0.006328,0.001722,0.861107
../instances/566/4-4-60__0.txt,nsga2-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/4-4-60__0.txt,nsga3-v3,0,10,260.100006,7,246.692795,0.006479,0.002074,0.881792
../instances/566/4-4-60__0.txt,nsga3-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/5-4-60__0.txt,nsga2-v3,0,10,343.500000,9,2313.525879,1.855639,0.080340,0.894526
../instances/566/5-4-60__0.txt,nsga2-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/5-4-60__0.txt,nsga3-v3,0,10,308.500000,8,3073.275146,1.788113,0.142101,0.913761
../instances/566/5-4-60__0.txt,nsga3-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/2-8-60__0.txt,nsga2-v3,0,10,85.099998,7,540.868835,0.009236,0.002945,0.979961
../instances/566/2-8-60__0.txt,nsga2-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
../instances/566/2-8-60__0.txt,nsga3-v3,0,10,84.599998,8,596.713501,0.008740,0.003227,0.979566
../instances/566/2-8-60__0.txt,nsga3-nd,0,10,0.000000,0,-nan,-nan,-nan,-nan
